,category,subcategory,skill
2081,Information Technology Category,Cloud Solutions,Software as a Service (SaaS)
2082,Information Technology Category,Cloud Solutions,Remote Access Systems
2083,Information Technology Category,Cloud Solutions,Cloud Foundry
2084,Information Technology Category,Cloud Solutions,Google Cloud Platform (GCP)
2085,Information Technology Category,Cloud Solutions,Amazon CloudWatch
2086,Information Technology Category,Cloud Solutions,IBM Cloud Computing
2087,Information Technology Category,Collaborative Software,Intranet
2088,Information Technology Category,Collaborative Software,Microsoft SharePoint
2089,Information Technology Category,Collaborative Software,Microsoft Lync
2090,Information Technology Category,Compiling Tools,Compilers
2091,Information Technology Category,Compiling Tools,GNU Compiler Collection
2092,Information Technology Category,Compiling Tools,Low Level Virtual Machine (Free Compilers And Interpreters)
2093,Information Technology Category,Computer Hardware Subcategory,Computer Design
2094,Information Technology Category,Computer Hardware Subcategory,USB
2095,Information Technology Category,Computer Hardware Subcategory,ARM Architecture
2096,Information Technology Category,Computer Hardware Subcategory,Motherboard
2097,Information Technology Category,Computer Hardware Subcategory,Blackberry
2098,Information Technology Category,Computer Hardware Subcategory,X86 Architecture
2099,Information Technology Category,Computer Hardware Subcategory,Hardware Programming
2100,Information Technology Category,Computer Hardware Subcategory,Peripheral Devices
2101,Information Technology Category,Computer Hardware Subcategory,PIC Microcontrollers
2102,Information Technology Category,Computer Hardware Subcategory,TI MSP430
2103,Information Technology Category,Computer Hardware Subcategory,Apple IPad
2104,Information Technology Category,Computer Hardware Subcategory,Microprocessor
2105,Information Technology Category,Computer Hardware Subcategory,Laser Printing
2106,Information Technology Category,Computer Hardware Subcategory,Virtual Memory
2107,Information Technology Category,Computer Hardware Subcategory,Computer Hardware
2108,Information Technology Category,Computer Hardware Subcategory,Memory Management
2109,Information Technology Category,Computer Hardware Subcategory,Reduced Instruction Set Computing
2110,Information Technology Category,Computer Science Subcategory,Computer Programming
2111,Information Technology Category,Computer Science Subcategory,System Software
2112,Information Technology Category,Computer Science Subcategory,Computer Science
2113,Information Technology Category,Computer Science Subcategory,Computer Clusters
2114,Information Technology Category,Computer Science Subcategory,Parsing
2115,Information Technology Category,Computer Science Subcategory,Execution Time
2116,Information Technology Category,Computer Science Subcategory,Algorithm Analysis
2117,Information Technology Category,Computer Science Subcategory,Algorithm Design
2118,Information Technology Category,Computer Science Subcategory,Data Architecture
2119,Information Technology Category,Computer Science Subcategory,Binary Space Partitioning
2120,Information Technology Category,Computer Science Subcategory,Multithreading
2121,Information Technology Category,Computer Science Subcategory,Pseudocode
2122,Information Technology Category,Computer Science Subcategory,Lex (Software)
2123,Information Technology Category,Computer Science Subcategory,Linked Lists
2124,Information Technology Category,Computer Science Subcategory,Information And Communications Technology
2125,Information Technology Category,Computer Science Subcategory,Object-Relational Mapping
2126,Information Technology Category,Computer Science Subcategory,Regular Expressions
2127,Information Technology Category,Computer Science Subcategory,Emerging Technologies
2128,Information Technology Category,Computer Science Subcategory,Programming Concepts
2129,Information Technology Category,Computer Science Subcategory,Tokenization
2130,Information Technology Category,Computer Science Subcategory,Abstractions
2131,Information Technology Category,Computer Science Subcategory,Business Logic
2132,Information Technology Category,Computer Science Subcategory,Bootstrapping
2133,Information Technology Category,Computer Science Subcategory,Binary Search Trees
2134,Information Technology Category,Computer Science Subcategory,Supercomputing
2135,Information Technology Category,Computer Science Subcategory,Computing Platforms
2136,Information Technology Category,Computer Science Subcategory,Algorithms
2137,Information Technology Category,Computer Science Subcategory,Information Systems
2138,Information Technology Category,Computer Science Subcategory,Physical Computing
2139,Information Technology Category,Computer Science Subcategory,Information Theory
2140,Information Technology Category,Computer Science Subcategory,Computer Systems
2141,Information Technology Category,Computer Science Subcategory,Search Algorithms
2142,Information Technology Category,Computer Science Subcategory,Blobs
2143,Information Technology Category,Computer Science Subcategory,Information Technology
2144,Information Technology Category,Computer Science Subcategory,Data Structures
2145,Information Technology Category,Configuration Management,Desired State Configuration
2146,Information Technology Category,Configuration Management,Ifconfig
2147,Information Technology Category,Configuration Management,System Center Configuration Manager
2148,Information Technology Category,Content Management Systems Subcategory,Joomla (Content Management System)
2149,Information Technology Category,Content Management Systems Subcategory,WordPress
2150,Information Technology Category,Content Management Systems Subcategory,Content Management Systems
2151,Information Technology Category,Content Management Systems Subcategory,Authoring Systems
2152,Information Technology Category,Cybersecurity,Internet Security
2153,Information Technology Category,Cybersecurity,Security Controls
2154,Information Technology Category,Cybersecurity,Multilevel Security
2155,Information Technology Category,Cybersecurity,Cyber Security Strategy
2156,Information Technology Category,Cybersecurity,Threat Modeling
2157,Information Technology Category,Cybersecurity,Authentications
2158,Information Technology Category,Cybersecurity,Security Strategies
2159,Information Technology Category,Cybersecurity,RSA (Cryptosystem)
2160,Information Technology Category,Cybersecurity,Security Testing
2161,Information Technology Category,Cybersecurity,Application Security
2162,Information Technology Category,Cybersecurity,Information Privacy
2163,Information Technology Category,Cybersecurity,Digital Security
2164,Information Technology Category,Cybersecurity,Computer Forensics
2165,Information Technology Category,Cybersecurity,Privilege Escalation
2166,Information Technology Category,Cybersecurity,Information Access
2167,Information Technology Category,Cybersecurity,Public Key Certificates
2168,Information Technology Category,Cybersecurity,Vulnerability Assessments
2169,Information Technology Category,Cybersecurity,Cyber Engineering
2170,Information Technology Category,Cybersecurity,Smart Cards
2171,Information Technology Category,Cybersecurity,Cross-Site Request Forgery
2172,Information Technology Category,Cybersecurity,Cipher
2173,Information Technology Category,Cybersecurity,Social Engineering
2174,Information Technology Category,Cybersecurity,Computer Security
2175,Information Technology Category,Cybersecurity,Information Policy
2176,Information Technology Category,Cybersecurity,Amazon GuardDuty
2177,Information Technology Category,Cybersecurity,Security Software
2178,Information Technology Category,Cybersecurity,Cybercrime
2179,Information Technology Category,Cybersecurity,Security Requirements Analysis
2180,Information Technology Category,Cybersecurity,Threat Detection
2181,Information Technology Category,Cybersecurity,Vulnerability
2182,Information Technology Category,Cybersecurity,Access Controls
2183,Information Technology Category,Cybersecurity,Cryptography
2184,Information Technology Category,Cybersecurity,Forensic Toolkits
2185,Information Technology Category,Cybersecurity,Attack Surface Management
2186,Information Technology Category,Cybersecurity,Snort (Intrusion Detection System)
2187,Information Technology Category,Cybersecurity,Network Security
2188,Information Technology Category,Cybersecurity,Digital Signature
2189,Information Technology Category,Cybersecurity,Vulnerability Scanning
2190,Information Technology Category,Cybersecurity,Encryption
2191,Information Technology Category,Cybersecurity,Phishing
2192,Information Technology Category,Cybersecurity,Web Application Security
2193,Information Technology Category,Cybersecurity,Anomaly Detection
2194,Information Technology Category,Cybersecurity,Cyber Warfare
2195,Information Technology Category,Cybersecurity,Key Management
2196,Information Technology Category,Cybersecurity,IT Security Architecture
2197,Information Technology Category,Cybersecurity,Digital Forensics
2198,Information Technology Category,Cybersecurity,TAFIM
2199,Information Technology Category,Cybersecurity,OpenStack
2200,Information Technology Category,Cybersecurity,Cyber Threat Intelligence
2201,Information Technology Category,Cybersecurity,Kali Linux
2202,Information Technology Category,Cybersecurity,Enterprise Security
2203,Information Technology Category,Cybersecurity,Quantum Cryptography
2204,Information Technology Category,Cybersecurity,Penetration Testing
2205,Information Technology Category,Cybersecurity,Data Security
2206,Information Technology Category,Cybersecurity,Cyber Security Standards
2207,Information Technology Category,Cybersecurity,OAuth
2208,Information Technology Category,Cybersecurity,Brute Force Attacks
2209,Information Technology Category,Cybersecurity,Communications Security
2210,Information Technology Category,Cybersecurity,Web Filtering
2211,Information Technology Category,Cybersecurity,Public Key Cryptography
2212,Information Technology Category,Cybersecurity,Trusted Computing
2213,Information Technology Category,Cybersecurity,Cyber Security
2214,Information Technology Category,Cybersecurity,Transport Layer Security (TLS)
2215,Information Technology Category,Cybersecurity,Metasploit
2216,Information Technology Category,Cybersecurity,Infrastructure Security
2217,Information Technology Category,Cybersecurity,SQL Injection
2218,Information Technology Category,Cybersecurity,EnCase (Digital Intelligence Software)
2219,Information Technology Category,Cybersecurity,Ethical Hacking
2220,Information Technology Category,Cybersecurity,Hardening
2221,Information Technology Category,Cybersecurity,Buffer Overflow
2222,Information Technology Category,Cybersecurity,Security Administration
2223,Information Technology Category,Cybersecurity,Defense In Depth
2224,Information Technology Category,Data Collection Subcategory,Web Scraping
2225,Information Technology Category,Data Collection Subcategory,Data Recording
2226,Information Technology Category,Data Collection Subcategory,Data Collection
2227,Information Technology Category,Data Collection Subcategory,Data Acquisition
2228,Information Technology Category,Data Collection Subcategory,Data Extraction
2229,Information Technology Category,Data Collection Subcategory,Sensor Fusion
2230,Information Technology Category,Data Management Subcategory,Information Management
2231,Information Technology Category,Data Management Subcategory,User Defined Functions
2232,Information Technology Category,Data Management Subcategory,Data Literacy
2233,Information Technology Category,Data Management Subcategory,Data Sharing
2234,Information Technology Category,Data Management Subcategory,Metadata Management
2235,Information Technology Category,Data Management Subcategory,Data Compilation
2236,Information Technology Category,Data Management Subcategory,Taxonomy
2237,Information Technology Category,Data Management Subcategory,Templates
2238,Information Technology Category,Data Management Subcategory,Unstructured Data
2239,Information Technology Category,Data Management Subcategory,Data Integrity
2240,Information Technology Category,Data Management Subcategory,Data Processing
2241,Information Technology Category,Data Management Subcategory,Data Quality
2242,Information Technology Category,Data Management Subcategory,Data Abstraction
2243,Information Technology Category,Data Management Subcategory,Data Import/Export
2244,Information Technology Category,Data Management Subcategory,File Organization
2245,Information Technology Category,Data Management Subcategory,Data Integration
2246,Information Technology Category,Data Management Subcategory,Digital Integration
2247,Information Technology Category,Data Management Subcategory,Informatica
2248,Information Technology Category,Data Management Subcategory,Memory Hierarchy
2249,Information Technology Category,Data Management Subcategory,Data Governance
2250,Information Technology Category,Data Management Subcategory,Deserialization
2251,Information Technology Category,Data Management Subcategory,Dynamic Data
2252,Information Technology Category,Data Management Subcategory,Data Ethics
2253,Information Technology Category,Data Management Subcategory,Data Loss Prevention
2254,Information Technology Category,Data Management Subcategory,Data Manipulation Language
2255,Information Technology Category,Data Management Subcategory,Data Classification
2256,Information Technology Category,Data Management Subcategory,File Systems
2257,Information Technology Category,Data Management Subcategory,Data Infrastructure
2258,Information Technology Category,Data Management Subcategory,Extract Transform Load (ETL)
2259,Information Technology Category,Data Management Subcategory,Dataset
2260,Information Technology Category,Data Management Subcategory,Hierarchical Data Format
2261,Information Technology Category,Data Management Subcategory,Merging Data
2262,Information Technology Category,Data Management Subcategory,Data Transformation
2263,Information Technology Category,Data Management Subcategory,Application Data
2264,Information Technology Category,Data Management Subcategory,Data/Record Logging
2265,Information Technology Category,Data Management Subcategory,Data Wrangling
2266,Information Technology Category,Data Management Subcategory,Data Management
2267,Information Technology Category,Data Management Subcategory,Lookup Tables
2268,Information Technology Category,Data Management Subcategory,Data Duplication Management
2269,Information Technology Category,Data Storage,Data Storage Technologies
2270,Information Technology Category,Data Storage,Data Warehouse Systems
2271,Information Technology Category,Data Storage,Data Lakes
2272,Information Technology Category,Data Storage,RAID
2273,Information Technology Category,Data Storage,File Handling
2274,Information Technology Category,Data Storage,Object Storage
2275,Information Technology Category,Data Storage,Data Retention
2276,Information Technology Category,Data Storage,Magnetic Storage
2277,Information Technology Category,Data Storage,Disk Storage
2278,Information Technology Category,Data Storage,Disk Cloning
2279,Information Technology Category,Data Storage,Virtual Storage Access Methods
2280,Information Technology Category,Data Storage,Storage Systems
2281,Information Technology Category,Data Storage,Data Compression
2282,Information Technology Category,Data Storage,Data Store
2283,Information Technology Category,Data Storage,Data Warehousing
2284,Information Technology Category,Data Storage,Hard Disk Drives
2285,Information Technology Category,Data Storage,Cloud Storage
2286,Information Technology Category,Data Storage,Storage Devices
2287,Information Technology Category,Database Administration Subcategory,Indexing
2288,Information Technology Category,Database Administration Subcategory,Database Administration
2289,Information Technology Category,Database Administration Subcategory,Database Management
2290,Information Technology Category,Database Administration Subcategory,Database Storage Structures
2291,Information Technology Category,Database Administration Subcategory,Database Development
2292,Information Technology Category,Database Administration Subcategory,Database Design
2293,Information Technology Category,Database Administration Subcategory,Database Security
2294,Information Technology Category,Database Administration Subcategory,Database Queries
2295,Information Technology Category,Database Administration Subcategory,Database Permissions
2296,Information Technology Category,Database Administration Subcategory,Materialized View
2297,Information Technology Category,Database Administration Subcategory,Database Engines
2298,Information Technology Category,Databases,PostgreSQL
2299,Information Technology Category,Databases,Entity Relationship Models
2300,Information Technology Category,Databases,Metadata Repository
2301,Information Technology Category,Databases,Database Models
2302,Information Technology Category,Databases,Amazon DynamoDB
2303,Information Technology Category,Databases,Data Definition Language
2304,Information Technology Category,Databases,SQL Server Management Studio
2305,Information Technology Category,Databases,Oracle SQL Developer
2306,Information Technology Category,Databases,MariaDB
2307,Information Technology Category,Databases,NoSQL
2308,Information Technology Category,Databases,SQL Server Reporting Services
2309,Information Technology Category,Databases,IBM DB2
2310,Information Technology Category,Databases,SQL Azure
2311,Information Technology Category,Databases,Spatial Databases
2312,Information Technology Category,Databases,Relational Databases
2313,Information Technology Category,Databases,MongoDB
2314,Information Technology Category,Databases,Database Systems
2315,Information Technology Category,Databases,Stored Procedure
2316,Information Technology Category,Databases,Database Application
2317,Information Technology Category,Databases,Cloudant
2318,Information Technology Category,Databases,SQLite
2319,Information Technology Category,Databases,MySQL
2320,Information Technology Category,Databases,Database Management Systems
2321,Information Technology Category,Databases,Tabular Data Stream
2322,Information Technology Category,Databases,Relational Database Management Systems
2323,Information Technology Category,Databases,Document-Oriented Databases
2324,Information Technology Category,Databases,Azure Cosmos DB
2325,Information Technology Category,Databases,Application State
2326,Information Technology Category,Databases,Online Databases
2327,Information Technology Category,Databases,Microsoft SQL Servers
2328,Information Technology Category,Databases,Amazon DocumentDB
2329,Information Technology Category,Databases,SQL Server Integration Services (SSIS)
2330,Information Technology Category,Databases,Foreign Keys
2331,Information Technology Category,Databases,Relational Model
2332,Information Technology Category,Databases,Elasticsearch
2333,Information Technology Category,Databases,Graph Database
2334,Information Technology Category,Distributed Computing Subcategory,Hadoop Distributed File System (HDFS)
2335,Information Technology Category,Distributed Computing Subcategory,Amazon Elastic Kubernetes Service
2336,Information Technology Category,Distributed Computing Subcategory,Distributed File Systems
2337,Information Technology Category,Distributed Computing Subcategory,Distributed Computing
2338,Information Technology Category,Distributed Computing Subcategory,Concurrent Computing
2339,Information Technology Category,Distributed Computing Subcategory,Peer-To-Peer
2340,Information Technology Category,Distributed Computing Subcategory,Storage Area Network (SAN)
2341,Information Technology Category,Distributed Computing Subcategory,Distributed Data Store
2342,Information Technology Category,Distributed Computing Subcategory,Network File Systems
2343,Information Technology Category,Distributed Computing Subcategory,Edge Computing
2344,Information Technology Category,Distributed Computing Subcategory,Parallel Processing
2345,Information Technology Category,Distributed Computing Subcategory,Distributed Object
2346,Information Technology Category,Enterprise Application Management,Enterprise Architecture
2347,Information Technology Category,Enterprise Information Management,Corporate Data Management
2348,Information Technology Category,Enterprise Information Management,Enterprise Desktop Administrator (Microsoft Certified IT Professional)
2349,Information Technology Category,Extensible Languages,XPath
2350,Information Technology Category,Extensible Languages,Extensible Application Markup Language
2351,Information Technology Category,Extensible Languages,Extensible Markup Language (XML)
2352,Information Technology Category,Firmware,Embedded Systems
2353,Information Technology Category,General Networking,Network Sockets
2354,Information Technology Category,General Networking,Network Flow
2355,Information Technology Category,General Networking,Metro Ethernet
2356,Information Technology Category,General Networking,Computer Networks
2357,Information Technology Category,General Networking,Bridging
2358,Information Technology Category,General Networking,Nodes (Networking)
2359,Information Technology Category,General Networking,Network Topology
2360,Information Technology Category,General Networking,Virtual Local Area Network (VLAN)
2361,Information Technology Category,General Networking,Network Troubleshooting
2362,Information Technology Category,General Networking,Mesh Networking
2363,Information Technology Category,General Networking,Microsoft Networking
2364,Information Technology Category,General Networking,Network Routing
2365,Information Technology Category,General Networking,Network Diagrams
2366,Information Technology Category,General Networking,Active Directory
2367,Information Technology Category,General Networking,Low Latency
2368,Information Technology Category,General Networking,Encapsulation (Networking)
2369,Information Technology Category,General Networking,Private Networks
2370,Information Technology Category,General Networking,Complex Networks
2371,Information Technology Category,General Networking,Metropolitan Area Networks
2372,Information Technology Category,General Networking,IP Addressing
2373,Information Technology Category,General Networking,Network Control
2374,Information Technology Category,General Networking,Load Balancing
2375,Information Technology Category,General Networking,Wide Area Networks
2376,Information Technology Category,General Networking,Wireless LAN
2377,Information Technology Category,General Networking,Transport Networks
2378,Information Technology Category,General Networking,Wireless Networks
2379,Information Technology Category,General Networking,Autonomous System
2380,Information Technology Category,General Networking,IP Address Management
2381,Information Technology Category,General Networking,Local Area Networks
2382,Information Technology Category,General Networking,Network Computing
2383,Information Technology Category,General Networking,Internetworking
2384,Information Technology Category,General Networking,Access Network
2385,Information Technology Category,Geospatial Information and Technology,Google Earth
2386,Information Technology Category,Geospatial Information and Technology,Geospatial Mapping
2387,Information Technology Category,Geospatial Information and Technology,Geographic Information Systems
2388,Information Technology Category,Geospatial Information and Technology,GIS Applications
2389,Information Technology Category,Geospatial Information and Technology,Geospatial Information Technology (GIT)
2390,Information Technology Category,Geospatial Information and Technology,Digitization
2391,Information Technology Category,Geospatial Information and Technology,Web Mapping
2392,Information Technology Category,Geospatial Information and Technology,Geospatial Analysis
2393,Information Technology Category,Geospatial Information and Technology,Spatial Analysis
2394,Information Technology Category,Geospatial Information and Technology,ArcGIS (GIS Software)
2395,Information Technology Category,Geospatial Information and Technology,Georeference
2396,Information Technology Category,Geospatial Information and Technology,Quantum GIS (QGIS)
2397,Information Technology Category,Geospatial Information and Technology,Global Positioning Systems
2398,Information Technology Category,Geospatial Information and Technology,Location-Based Services
2399,Information Technology Category,Geospatial Information and Technology,Spatial Data Infrastructures
2400,Information Technology Category,Geospatial Information and Technology,Geoprocessing
2401,Information Technology Category,Geospatial Information and Technology,Satellite Imagery
2402,Information Technology Category,Geospatial Information and Technology,Aerial Surveys
2403,Information Technology Category,Geospatial Information and Technology,Geofencing
2404,Information Technology Category,Geospatial Information and Technology,Digital Elevation Models
2405,Information Technology Category,IT Automation,Robotic Process Automation
2406,Information Technology Category,IT Automation,Network Automation
2407,Information Technology Category,IT Automation,Kubernetes
2408,Information Technology Category,IT Automation,Infrastructure Automation
2409,Information Technology Category,IT Automation,Batch Processing
2410,Information Technology Category,IT Automation,Ansible
2411,Information Technology Category,IT Automation,Mechanization
2412,Information Technology Category,IT Automation,Automation
2413,Information Technology Category,IT Management,Device Management
2414,Information Technology Category,IT Management,Prometheus (Software)
2415,Information Technology Category,IT Management,Infrastructure as Code (IaC)
2416,Information Technology Category,IT Management,Capacity Management
2417,Information Technology Category,IT Management,Technical Management
2418,Information Technology Category,IT Management,Information Technology Management
2419,Information Technology Category,IT Management,Digital Transformation
2420,Information Technology Category,IT Management,Service Provisioning
2421,Information Technology Category,IT Management,Management Information Systems
2422,Information Technology Category,IT Management,Microsoft Intune (Mobile Device Management Software)
2423,Information Technology Category,IT Management,Digital Rights Management
2424,Information Technology Category,IT Management,IT Service Management
2425,Information Technology Category,IT Management,Infrastructure Management
2426,Information Technology Category,IT Management,Technology Roadmap
2427,Information Technology Category,IT Management,Technology Life Cycle
2428,Information Technology Category,Identity Management,User Information
2429,Information Technology Category,Identity Management,Identity And Access Management
2430,Information Technology Category,Identity Management,Single Sign-On (SSO)
2431,Information Technology Category,Identity Management,Amazon Cognito
2432,Information Technology Category,Identity Management,Multi-Factor Authentication
2433,Information Technology Category,Identity Management,Authorization (Computing)
2434,Information Technology Category,Identity Management,Azure Active Directory
2435,Information Technology Category,Integrated Development Environments (IDEs),Cloud9 (Software)
2436,Information Technology Category,Integrated Development Environments (IDEs),Integrated Development Environments
2437,Information Technology Category,Integrated Development Environments (IDEs),Eclipse (Software)
2438,Information Technology Category,Internet of Things (IoT) Subcategory,Wearables
2439,Information Technology Category,Internet of Things (IoT) Subcategory,Internet Of Things (IoT)
2440,Information Technology Category,Internet of Things (IoT) Subcategory,Industrial Internet Of Things (IIoT)
2441,Information Technology Category,Internet of Things (IoT) Subcategory,Connected Devices
2442,Information Technology Category,Internet of Things (IoT) Subcategory,Smart Systems
2443,Information Technology Category,Internet of Things (IoT) Subcategory,Smart Device
2444,Information Technology Category,Internet of Things (IoT) Subcategory,Azure Internet Of Things (IoT)
2445,Information Technology Category,Java,Enterprise JavaBeans
2446,Information Technology Category,Java,Angular (Web Framework)
2447,Information Technology Category,Java,Java Platform Enterprise Edition (J2EE)
2448,Information Technology Category,Java,Java (Programming Language)
2449,Information Technology Category,Java,Java Platform Standard Edition (J2SE)
2450,Information Technology Category,Java,Java Runtime Environment
2451,Information Technology Category,Java,Java Object Oriented Querying
2452,Information Technology Category,Java,Jetty
2453,Information Technology Category,Java,Java Code Coverage Tools
2454,Information Technology Category,JavaScript and jQuery,Ajax (Programming Language)
2455,Information Technology Category,JavaScript and jQuery,Express.js
2456,Information Technology Category,JavaScript and jQuery,React.js
2457,Information Technology Category,JavaScript and jQuery,Node.js
2458,Information Technology Category,JavaScript and jQuery,JavaScript (Programming Language)
2459,Information Technology Category,JavaScript and jQuery,JavaScript Libraries
2460,Information Technology Category,JavaScript and jQuery,Dojo Toolkit
2461,Information Technology Category,JavaScript and jQuery,JQuery
2462,Information Technology Category,JavaScript and jQuery,RxJS
2463,Information Technology Category,JavaScript and jQuery,React Redux
2464,Information Technology Category,JavaScript and jQuery,MeteorJS
2465,Information Technology Category,JavaScript and jQuery,JavaScript Frameworks
2466,Information Technology Category,JavaScript and jQuery,D3.js
2467,Information Technology Category,JavaScript and jQuery,JSON
2468,Information Technology Category,JavaScript and jQuery,JSLint
2469,Information Technology Category,Mainframe Technologies,MVS (OS)
2470,Information Technology Category,Mainframe Technologies,Interactive System Productivity Facility (ISPF)
2471,Information Technology Category,Mainframe Technologies,Job Entry Subsystem 2/3
2472,Information Technology Category,Mainframe Technologies,Job Control Language (JCL)
2473,Information Technology Category,Mainframe Technologies,Mainframe Computing
2474,Information Technology Category,Mainframe Technologies,Customer Information Control System (CICS)
2475,Information Technology Category,Microsoft Development Tools,Entity Framework
2476,Information Technology Category,Microsoft Development Tools,Microsoft Power Platform
2477,Information Technology Category,Microsoft Development Tools,.NET Framework
2478,Information Technology Category,Microsoft Development Tools,ASP.NET MVC Framework
2479,Information Technology Category,Microsoft Development Tools,ADO.NET (Programming Language)
2480,Information Technology Category,Microsoft Development Tools,Windows App Studio
2481,Information Technology Category,Microsoft Development Tools,Powerapps
2482,Information Technology Category,Microsoft Development Tools,DirectX (Software)
2483,Information Technology Category,Microsoft Development Tools,Microsoft Power Automate/Flow
2484,Information Technology Category,Microsoft Development Tools,Microsoft Visual Studio
2485,Information Technology Category,Microsoft Development Tools,Windows Communication Foundation
2486,Information Technology Category,Microsoft Development Tools,Universal Windows Platform
2487,Information Technology Category,Microsoft Windows Subcategory,Microsoft Deployment Toolkit
2488,Information Technology Category,Microsoft Windows Subcategory,Microsoft Windows SDK
2489,Information Technology Category,Microsoft Windows Subcategory,Microsoft Windows Vista
2490,Information Technology Category,Microsoft Windows Subcategory,System Properties
2491,Information Technology Category,Microsoft Windows Subcategory,BitLocker Drive Encryption
2492,Information Technology Category,Microsoft Windows Subcategory,Microsoft Windows
2493,Information Technology Category,Middleware,Proxy Servers
2494,Information Technology Category,Middleware,Data Distribution Services
2495,Information Technology Category,Middleware,Web Portals
2496,Information Technology Category,Mobile Development,Mobile Application Development
2497,Information Technology Category,Mobile Development,Mobile Devices
2498,Information Technology Category,Mobile Development,Google Play
2499,Information Technology Category,Mobile Development,Rooting (Android OS)
2500,Information Technology Category,Mobile Development,Android Studio
2501,Information Technology Category,Mobile Development,Xamarin.forms
2502,Information Technology Category,Mobile Development,Mobile Security
2503,Information Technology Category,Mobile Development,Firebase
2504,Information Technology Category,Mobile Development,Android Software Development
2505,Information Technology Category,Network Protocols Subcategory,IPv6
2506,Information Technology Category,Network Protocols Subcategory,Traceroute
2507,Information Technology Category,Network Protocols Subcategory,Internet Protocols Suite
2508,Information Technology Category,Network Protocols Subcategory,TCP/IP
2509,Information Technology Category,Network Protocols Subcategory,Domain Name System
2510,Information Technology Category,Network Protocols Subcategory,Internet Protocol Security (IP SEC)
2511,Information Technology Category,Network Protocols Subcategory,Dynamic Host Configuration Protocol (DHCP)
2512,Information Technology Category,Network Protocols Subcategory,Spanning Tree Protocols
2513,Information Technology Category,Network Protocols Subcategory,Remote Monitoring
2514,Information Technology Category,Network Protocols Subcategory,Small Computer System Interface (SCSI)
2515,Information Technology Category,Network Protocols Subcategory,Internet Small Computer System Interface (ISCSI)
2516,Information Technology Category,Network Protocols Subcategory,IPv4
2517,Information Technology Category,Network Protocols Subcategory,Internet Protocols
2518,Information Technology Category,Network Protocols Subcategory,Network Protocols
2519,Information Technology Category,Network Protocols Subcategory,Message Queuing Telemetry Transport (MQTT)
2520,Information Technology Category,Network Protocols Subcategory,File Transfer Protocol (FTP)
2521,Information Technology Category,Network Protocols Subcategory,Internet Control Message Protocol (ICMP)
2522,Information Technology Category,Network Protocols Subcategory,Network Information Services
2523,Information Technology Category,Network Protocols Subcategory,Open Data Protocol
2524,Information Technology Category,Network Protocols Subcategory,Address Resolution Protocols
2525,Information Technology Category,Network Protocols Subcategory,6LoWPAN
2526,Information Technology Category,Network Protocols Subcategory,Transmission Control Protocol (TCP)
2527,Information Technology Category,Network Protocols Subcategory,Session Initiation Protocols
2528,Information Technology Category,Network Protocols Subcategory,Application Layers
2529,Information Technology Category,Network Security Subcategory,Public Key Infrastructure
2530,Information Technology Category,Network Security Subcategory,Wireless Security
2531,Information Technology Category,Network Security Subcategory,Firewall
2532,Information Technology Category,Network Security Subcategory,Role-Based Access Control (RBAC)
2533,Information Technology Category,Network Security Subcategory,Virtual Private Networks (VPN)
2534,Information Technology Category,Network Security Subcategory,Intrusion Detection And Prevention
2535,Information Technology Category,Networking Hardware Subcategory,Physical Layers
2536,Information Technology Category,Networking Hardware Subcategory,Networking Hardware
2537,Information Technology Category,Networking Hardware Subcategory,Network Switches
2538,Information Technology Category,Networking Hardware Subcategory,Esp8266
2539,Information Technology Category,Networking Software,Ping (Networking Utility)
2540,Information Technology Category,Networking Software,Riverbed (Software)
2541,Information Technology Category,Networking Software,Wireshark
2542,Information Technology Category,Networking Software,Cisco Meraki
2543,Information Technology Category,Networking Software,Network Operating System (NOS)
2544,Information Technology Category,Operating Systems Subcategory,Linux Distribution
2545,Information Technology Category,Operating Systems Subcategory,Operating Systems
2546,Information Technology Category,Operating Systems Subcategory,Linux
2547,Information Technology Category,Operating Systems Subcategory,Convergent Technologies Operating Systems
2548,Information Technology Category,Operating Systems Subcategory,Linux Kernel
2549,Information Technology Category,Operating Systems Subcategory,Unix System Services
2550,Information Technology Category,Operating Systems Subcategory,Real-Time Operating Systems
2551,Information Technology Category,Operating Systems Subcategory,Android (Operating System)
2552,Information Technology Category,Operating Systems Subcategory,Unix
2553,Information Technology Category,Operating Systems Subcategory,Unix Tools
2554,Information Technology Category,Operating Systems Subcategory,Windows Servers
2555,Information Technology Category,Operating Systems Subcategory,Mac OS
2556,Information Technology Category,Operating Systems Subcategory,z/OS
2557,Information Technology Category,Operating Systems Subcategory,CentOS
2558,Information Technology Category,Operating Systems Subcategory,Mac OS X
2559,Information Technology Category,Operating Systems Subcategory,Journaling File Systems
2560,Information Technology Category,Operating Systems Subcategory,Ubuntu (Operating System)
2561,Information Technology Category,Other Programming Languages,Go (Programming Language)
2562,Information Technology Category,Other Programming Languages,Lasso (Programming Language)
2563,Information Technology Category,Other Programming Languages,Visual Programming Language (VPL)
2564,Information Technology Category,Other Programming Languages,OpenGL Shading Language
2565,Information Technology Category,Other Programming Languages,R (Programming Language)
2566,Information Technology Category,Other Programming Languages,C# (Programming Language)
2567,Information Technology Category,Other Programming Languages,ASP.NET Core
2568,Information Technology Category,Other Programming Languages,Swift (Programming Language)
2569,Information Technology Category,Other Programming Languages,Assembly Language
